ID,SMILES,IC50(nM)
BDBM173223,CN(c1nc2ccc(F)cc2s1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,16.0
BDBM173201,CN(c1nc2ccc(F)cc2s1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,9.0
BDBM120045,CN(c1nc2ccc(F)cc2s1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,1.2
BDBM120026,CN(c1nc2ccccc2o1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,7.3
BDBM120027,CN(c1nc2ccccc2s1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,8.1
BDBM120037,CN(c1ncc(-c2ccccc2)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,11.0
BDBM173215,CN(c1ncc(C(F)(F)F)cn1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,6.0
BDBM173200,CN(c1ncc(C(F)(F)F)cn1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,8.0
BDBM120018|BDBM120019,CN(c1ncc(C(F)(F)F)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,71.5
BDBM173220,CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,354.0
BDBM173219,CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,9.0
BDBM173218,CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,7.0
BDBM173214,CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,4.0
BDBM173198,CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,21.0
BDBM120064,CN(c1ncc(Cl)cn1)C1CCc2c(c3cc(C(F)(F)F)ccc3n2CC(=O)O)C1,3.5
BDBM120060,CN(c1ncc(Cl)cn1)C1CCc2c(c3cc(Cl)ccc3n2CC(=O)O)C1,2.0
BDBM120016|BDBM120017,CN(c1ncc(Cl)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,2.7
BDBM120062,CN(c1ncc(Cl)cn1)C1CCc2c(c3cc(OC(F)(F)F)ccc3n2CC(=O)O)C1,8.8
BDBM120059,CN(c1ncc(Cl)cn1)C1CCc2c(c3ccccc3n2CC(=O)O)C1,5.1
BDBM173212,CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3cc(Cl)ccc3n2C1,136.0
BDBM173204,CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3cc(F)ccc3n2C1,17.0
BDBM173222,CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,141.0
BDBM173221,CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,5.0
BDBM173227|BDBM173229|BDBM173230,CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,2.0
BDBM173206,CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,1.0
BDBM173199,CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,9.0
BDBM120014|BDBM120015,CN(c1ncc(F)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,22.25
BDBM173237,CN(c1ncc2cc(F)ccc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,5.0
BDBM173238,CN(c1ncc2ccc(F)cc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,1.0
BDBM173236,CN(c1ncc2ccccc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,3.0
BDBM120035,CN(c1ncc2ccccc2n1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,12.0
BDBM120020|BDBM120021,CN(c1nccc(C(F)(F)F)n1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,39.5
BDBM120022,CN(c1ncccn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,9.9
BDBM120028,CN(c1ncnc2ccccc12)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,26.0
BDBM50385616,CN1C(=O)N(Cc2cc(Cl)ccc2F)C(=O)[C@]12C(=O)N(CC(=O)O)c1ccc(Cl)cc12,98.5
BDBM50385626,CN1C(=O)N(Cc2csc(-c3ccccc3)n2)C(=O)C12C(=O)N(CC(=O)O)c1ccc(Cl)cc12,3940.0
BDBM50034825,CN=C(O)c1ccc(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c(S(=O)(=O)c2ccccc2)c1,10.0
BDBM50034884,CN=C(O)c1cccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1,240.0
BDBM50357122,CN=C(O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,45.0
BDBM50309325,CN=c1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc[nH]1,97.5
BDBM50357300,COC(=O)N(CCc1ccccc1)Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC,34.0
BDBM50357290,COC(=O)N(Cc1ccccc1)Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC,22.0
BDBM50387212,COC(=O)c1cc(Br)cc(CSc2nc3ccccc3n2CC(=O)O)c1,330.0
BDBM50387213,COC(=O)c1cc(CSc2nc3ccccc3n2CC(=O)O)ccc1Br,980.0
BDBM50387211,COC(=O)c1ccc(Br)c(CSc2nc3ccccc3n2CC(=O)O)c1,45.0
BDBM50387222,COC(=O)c1ccc(CSc2nc3ccccc3n2CC(=O)O)cc1,10600.0
BDBM50444809,COC(=O)c1ccc(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c(S(=O)(=O)c2ccccc2)c1,2500.0
BDBM50034821,COC(=O)c1ccc(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c(S(=O)(=O)c2ccccc2)c1,11.0
BDBM50387192,COC(=O)c1ccc(OC)c(CSc2nc3ccccc3n2CC(=O)O)c1,29.0
BDBM50387221,COC(=O)c1cccc(CSc2nc3ccccc3n2CC(=O)O)c1,450.0
BDBM50387214,COC(=O)c1cccc(CSc2nc3ccccc3n2CC(=O)O)c1Br,2900.0
BDBM50387220,COC(=O)c1ccccc1CSc1nc2ccccc2n1CC(=O)O,520.0
BDBM189190,COC(C)(C)CCOC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,4.8
BDBM50449261,COCC1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,80.0
BDBM51504,COCCCn1/c(=N/C(=O)c2ccncc2)c(C#N)cc2c(=O)n3cccc(C)c3nc21,590.0
BDBM50356694,COCCN(C)S(=O)(=O)c1ccc(C)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,77.0
BDBM50035031,COCCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,4.0
BDBM120041,COCCN(c1ncc(Cl)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,5.9
BDBM173244,COCCN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,0.8
BDBM50356695,COCCNS(=O)(=O)c1ccc(C)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,88.0
BDBM205730,COCCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,0.49
BDBM50434480,COc1c(CC(=O)O)c(C)nn1-c1cccc(N=C(O)[C@H]2C[C@@H]2c2ccccc2)c1,1600.0
BDBM205954,COc1c(CC(=O)O)cccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,180.0
BDBM50309321,COc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,204.5
BDBM205546,COc1cc(CC(=O)O)cc(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)c1,18.5
BDBM205749,COc1cc(CC(=O)O)cc(OC)c1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,1.7
BDBM205889,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccc(F)cc1)CC2,1.1
BDBM205719,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,0.53
BDBM205731,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,8.0
BDBM205891,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc31)CC2,6.1
BDBM205718,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1)CC2,0.89
BDBM205716,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1F)CC2,1.28
BDBM205722,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCN1CCc3ccccc31)CC2,2.42
BDBM205723,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCOc1ccc(F)cc1)CC2,0.69
BDBM205717,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1c(C)[nH]c3ccccc13)CC2,2.66
BDBM205725,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1C)CC2,0.75
BDBM205714,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1cn(C)c3ccccc13)CC2,0.46
BDBM205721,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCn1ncc3cc(F)ccc31)CC2,7.25
BDBM205724,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)COCc1ccccc1Cl)CC2,1.38
BDBM205720,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,1.04
BDBM205697,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,4.5
BDBM205715,COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,0.9
BDBM50302830,COc1cc(CC(=O)O)ccc1Oc1ccc(C(O)=NC(C)C)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,2.0
BDBM50302832,COc1cc(CC(=O)O)ccc1Oc1ccc(C(O)=NC2CC2)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,4.0
BDBM50360675,COc1cc(CC(=O)O)ccc1Oc1ccc(C(O)=NC2CCC2)cc1CS(=O)(=O)c1ccc(Cl)cc1Cl,5.0
BDBM50363923,COc1cc(CC(=O)O)ccc1Oc1ccc(C(O)=NC2CCC2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1Cl,8.5
BDBM50302833,COc1cc(CC(=O)O)ccc1Oc1ccc(C(O)=NC2CCC2)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,3.0
BDBM50302834,COc1cc(CC(=O)O)ccc1Oc1ccc(C(O)=NC2CCCC2)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,6.0
BDBM50302831,COc1cc(CC(=O)O)ccc1Oc1ccc(C(O)=NCC(C)C)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,3.0
BDBM50018895,COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C#N)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,78.5
BDBM50018900,COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C(C)(C)C)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,32.0
BDBM50018901,COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C)c(Cl)c2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,220.0
BDBM50018898,COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C3CC3)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,16.5
BDBM50018899,COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(CC(C)C)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,40.0
BDBM50018896,COc1cc(CC(=O)O)ccc1Oc1ccc2c(c1NS(=O)(=O)c1ccc(Cl)cc1Cl)CC(O)=N2,17.0
BDBM50018894,COc1cc(CC(=O)O)ccc1Oc1ccc2c(cc(C)n2C)c1NS(=O)(=O)c1ccc(Cl)cc1Cl,39.0
BDBM50018897,COc1cc(CC(=O)O)ccc1Oc1ccc2c(ccn2C)c1NS(=O)(=O)c1ccc(Cl)cc1Cl,37.0
BDBM205733,COc1cc(OC(C)C(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,179.0
BDBM205955,COc1cc(OCC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,444.0
BDBM50296846,COc1cc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cccnc32)ccc1F,91.0
BDBM50309433,COc1ccc(-c2[nH]c(=Nc3ccccc3)sc2CC(=O)O)cc1,2150.0
BDBM50345005,COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,251.0
BDBM50357299,COc1ccc(-c2cc(CC(=O)O)ccc2OC)c(CN2C(=O)O[C@H](c3ccccc3)[C@@H]2C)c1,3700.0
BDBM205544,COc1ccc(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)cc1CC(=O)O,72.3
BDBM50309405,COc1ccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,171.0
BDBM50200257,COc1ccc(-c2cnnc(N=NCc3ccccc3OCC(=O)O)n2)cc1,1580.0
BDBM50309449,COc1ccc(-c2nc(-c3ccc(Br)cc3)c(CC(=O)O)s2)cc1,390.0
BDBM50309447,COc1ccc(-c2nc(-c3ccc(Cl)cc3)sc2CC(=O)O)cc1,210.0
BDBM50309450,COc1ccc(-c2nc(-c3ccc(OC)cc3)c(CC(=O)O)s2)cc1,4100.0
BDBM50309436,COc1ccc(-c2nc(-c3ccc(Oc4ccccc4)cc3)sc2CC(=O)O)cc1,470.0
BDBM50309438,COc1ccc(-c2nc(-c3ccccc3)c(CC(=O)O)s2)cc1,820.0
BDBM50309443,COc1ccc(-c2nc(-c3ccccc3)sc2CC(=O)O)cc1,7000.0
BDBM50309286,COc1ccc(-c2nc(C(c3ccccc3)c3ccccc3)sc2CC(=O)O)cc1,640.0
BDBM50309413,COc1ccc(-c2nc(Cc3ccc(Cl)cc3)sc2CC(=O)O)cc1,605.0
BDBM50200247,COc1ccc(-n2cc(C(=O)c3cc(Br)ccc3OCC(=O)O)cn2)cc1,28.3
BDBM205617,COc1ccc(/C=C/C(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC)c3C2)cn1,70.5
BDBM50362167,COc1ccc(C(=O)N(CCCc2cccc(OCC(=O)O)c2)CCC(c2ccccc2)c2ccccc2)cc1,5.5
BDBM50387194,COc1ccc(C(=O)N2CCOCC2)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,99.0
BDBM50387189,COc1ccc(C(=O)N2CCc3ccccc32)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,6.0
BDBM50312291,COc1ccc(C(=O)N2c3ccccc3C(N(C(C)=O)c3ccccc3)CC2C)cc1,18.5
BDBM50387210,COc1ccc(C(=O)OC(C)C)cc1CSc1nc2ccccc2n1CC(=O)O,150.0
BDBM50387199,COc1ccc(C(=O)c2ccccc2)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,2.85
BDBM50387207,COc1ccc(C(C)=O)cc1CSc1nc2c(F)cccc2n1CC(=O)O,7.5
BDBM50387202,COc1ccc(C(C)=O)cc1CSc1nc2cc(C(C)=O)ccc2n1CC(=O)O,48.0
BDBM50387204,COc1ccc(C(C)=O)cc1CSc1nc2cc(C(F)(F)F)ccc2n1CC(=O)O,4.0
BDBM50387201,COc1ccc(C(C)=O)cc1CSc1nc2cc(C=O)ccc2n1CC(=O)O,6.5
BDBM50387184,COc1ccc(C(C)=O)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,5.0
BDBM50387203,COc1ccc(C(C)=O)cc1CSc1nc2cc(S(C)(=O)=O)ccc2n1CC(=O)O,45.5
BDBM50387205,COc1ccc(C(C)=O)cc1CSc1nc2cc([N+](=O)[O-])ccc2n1CC(=O)O,2.5
BDBM50387206,COc1ccc(C(C)=O)cc1CSc1nc2ccc(F)cc2n1CC(=O)O,67.0
BDBM50387187,COc1ccc(C(C)=O)cc1CSc1nc2ccccc2n1CC(=O)O,12.0
BDBM205702,COc1ccc(C(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,21.2
BDBM205671,COc1ccc(C(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2,62.6
BDBM50387208,COc1ccc(C(C)O)cc1CSc1nc2ccccc2n1CC(=O)O,2200.0
BDBM50387197,COc1ccc(C(O)=NCc2ccccc2)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,76.5
BDBM50381822,COc1ccc(C(O)=Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,7.3
BDBM50362160,COc1ccc(C(c2ccc(OC)cc2)c2ccc(=O)n(CCCc3cccc(OCC(=O)O)c3)c2)cc1,5.8
BDBM50309295,COc1ccc(C(c2ccc(OC)cc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,17.45
BDBM50309278,COc1ccc(C(c2ccccc2)c2nc(-c3ccc(Cl)cc3)c(CC(=O)O)s2)cc1,42.2
BDBM50309293,COc1ccc(C(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,17.3
BDBM50309280,COc1ccc(C(c2ccccn2)c2nc(-c3ccc(Cl)cc3)c(CC(=O)O)s2)cc1,185.5
BDBM50387217,COc1ccc(C)cc1CSc1nc2ccccc2n1CC(=O)O,1200.0
BDBM205960,COc1ccc(C2(C(=O)O)CC2)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,50.7
BDBM205627,COc1ccc(C2CC2C(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC)c3C2)cc1,21.2
BDBM189182,COc1ccc(C=CC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)cc1,41.2
BDBM205570,COc1ccc(CC(=O)O)cc1-c1c(F)cc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,5.89
BDBM205569,COc1ccc(CC(=O)O)cc1-c1c(F)cc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,11.2
BDBM205564,COc1ccc(CC(=O)O)cc1-c1c(F)ccc2c1CN(C(=O)OCc1ccccc1)CC2,113.0
BDBM205566,COc1ccc(CC(=O)O)cc1-c1c(F)ccc2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,3.19
BDBM205562,COc1ccc(CC(=O)O)cc1-c1cc(F)c(F)c2c1CN(C(=O)OCc1ccccc1)CC2,12.0
BDBM205615,COc1ccc(CC(=O)O)cc1-c1cc(F)c(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,4.82
BDBM205563,COc1ccc(CC(=O)O)cc1-c1cc(F)cc2c1CN(C(=O)OCc1ccccc1)CC2,10.5
BDBM205565,COc1ccc(CC(=O)O)cc1-c1cc(F)cc2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,2.7
BDBM205700,COc1ccc(CC(=O)O)cc1-c1ccc(C#N)c2c1CN(C(=O)OCc1ccccc1)CC2,9.17
BDBM205613,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)c2c1CN(C(=O)C1CC1)CC2,250.0
BDBM205614,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)c2c1CN(C(=O)C1CC1c1ccccc1)CC2,26.1
BDBM205689,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)c2c1CN(C(=O)OCc1ccccc1)CC2,67.8
BDBM50357303,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C(=O)OCc1ccccc1)C1CC1,10.0
BDBM50357304,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C(=O)OCc1ccccc1)C1CCC1,14.0
BDBM50357305,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C(=O)OCc1ccccc1)C1CCCC1,53.0
BDBM50357302,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C)C(=O)OCc1ccccc1,9.0
BDBM50357287,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,2340.0
BDBM50357301,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN=C(O)OCc1ccccc1,238.0
BDBM50357306,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CNCCc1ccccc1,7200.0
BDBM50035035,COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1Cn1c(C)nnc1C1CC1,27.0
BDBM205686,COc1ccc(CC(=O)O)cc1-c1ccc(C)c2c1CN(C(=O)OCc1ccccc1)CC2,46.8
BDBM205605,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCCc1ccccc1F)CC2,10.5
BDBM205608,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCN1CCCc3ccccc31)CC2,24.0
BDBM205609,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCN1CCc3ccccc31)CC2,61.5
BDBM205610,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCc1c(C)[nH]c3ccccc13)CC2,37.8
BDBM205607,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCc1ccccc1)CC2,43.1
BDBM205606,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCc1cn(C)c3ccccc13)CC2,38.4
BDBM205603,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCn1ncc3ccccc31)CC2,37.8
BDBM205604,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)COCc1ccccc1Cl)CC2,30.2
BDBM205685,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)OCc1ccccc1)CC2,5.9
BDBM205599,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccc(Cl)cc1)CC2,3.75
BDBM205600,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1cccc(F)c1)CC2,9.58
BDBM205602,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,1.68
BDBM205601,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1F)CC2,1.16
BDBM205567,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)C1CC1c1ccccc1)CC2,19.9
BDBM205631,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCCc1ccccc1)C2,105.0
BDBM205635,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCN1CCCc3ccccc31)C2,21.3
BDBM205633,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCOc1ccccc1)C2,43.0
BDBM205632,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCc1ccccc1)C2,64.7
BDBM205636,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCc1cn(C)c3ccccc13)C2,17.7
BDBM205634,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)COCc1ccccc1Cl)C2,69.2
BDBM205690,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)OCc1ccccc1)C2,594.0
BDBM205548,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)OCc1ccccc1)CC2,141.0
BDBM205630,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)[C@@H]1C[C@H]1c1ccccc1)C2,414.0
BDBM205621,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1cc(C)nn1C)CC2,49.1
BDBM205616,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1ccccc1)CC2,35.8
BDBM205620,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1cccnc1)CC2,57.2
BDBM205619,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1nc3ccccc3s1)CC2,9.14
BDBM205618,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1sc(C)nc1C)CC2,93.8
BDBM205640,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C(C)Cc1ccccc1)CC2,28.9
BDBM205874,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C(C)Cc1cccnc1)CC2,291.0
BDBM205581,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1C(C)(C)C1(C)C)CC2,267.0
BDBM205653,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC(=O)c3ccccc31)CC2,862.0
BDBM205645,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC(=O)c3ccccc3C1)CC2,21.2
BDBM205586,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1(C)C)CC2,45.7
BDBM205583,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1)CC2,68.9
BDBM205629,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccc(Cl)cc1Cl)CC2,10.1
BDBM205579,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1cccc(F)c1)CC2,12.0
BDBM205568,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1)C2,7.54
BDBM205591,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1)CC2,2.64
BDBM205626,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1C(F)(F)F)CC2,0.22
BDBM205537,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1C)CC2,4.22
BDBM205892,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccn1)CC2,2.2
BDBM205803,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCOc3ccccc31)CC2,262.0
