SMILES,IC50(nM),ID
CN(c1ccn(C)n1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,37.0,CHEMBL3680684
CN(c1ccon1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,6.4,CHEMBL3680686
CN(c1cnc2cc(F)ccc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,2.0,CHEMBL3674028
CN(c1cnc2ccccc2n1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,11.0,CHEMBL3680680
CN(c1nc(C(C)(C)C)cs1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,73.0,CHEMBL3680682
CN(c1nc(C(F)(F)F)nc2ccccc12)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,16.0,CHEMBL3680659
CN(c1nc2cc(Cl)ccc2o1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,1.4,CHEMBL3680655
CN(c1nc2cc(Cl)ccc2s1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,10.0,CHEMBL3680670
CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3cc(Cl)ccc3n2C1,21.0,CHEMBL3674001
CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3cc(F)ccc3n2C1,12.0,CHEMBL3673993
CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,964.0,CHEMBL3674014
CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,8.0,CHEMBL3674013
CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,5.0,CHEMBL3674016
CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,0.7,CHEMBL3673995
CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,16.0,CHEMBL3673990
CN(c1nc2cc(F)ccc2o1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,4.1,CHEMBL3680666
CN(c1nc2cc(F)ccc2s1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,51.0,CHEMBL3674004
CN(c1nc2cc(F)ccc2s1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,92.0,CHEMBL3673991
CN(c1nc2cc(F)ccc2s1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,3.1,CHEMBL3680676
CN(c1nc2ccc(Cl)cc2o1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,2.0,CHEMBL3680677
CN(c1nc2ccc(Cl)cc2s1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,6.7,CHEMBL3680669
CN(c1nc2ccc(F)cc2o1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,1.0,CHEMBL3674005
CN(c1nc2ccc(F)cc2o1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,4.6,CHEMBL3680679
CN(c1nc2ccc(F)cc2s1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,812.0,CHEMBL3674012
CN(c1nc2ccc(F)cc2s1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,16.0,CHEMBL3674011
CN(c1nc2ccc(F)cc2s1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,9.0,CHEMBL3673989
CN(c1nc2ccc(F)cc2s1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,1.2,CHEMBL3680675
CN(c1nc2ccccc2o1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,7.3,CHEMBL3680656
CN(c1nc2ccccc2s1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,8.1,CHEMBL3680657
CN(c1ncc(-c2ccccc2)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,11.0,CHEMBL3680667
CN(c1ncc(C(F)(F)F)cn1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,6.0,CHEMBL3674003
CN(c1ncc(C(F)(F)F)cn1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,8.0,CHEMBL3673988
CN(c1ncc(C(F)(F)F)cn1)[C@@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,141.0,CHEMBL3680649
CN(c1ncc(C(F)(F)F)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,2.0,CHEMBL3680648
CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,354.0,CHEMBL3674008
CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,9.0,CHEMBL3674007
CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,7.0,CHEMBL3674006
CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,4.0,CHEMBL3674002
CN(c1ncc(Cl)cn1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,21.0,CHEMBL3673986
CN(c1ncc(Cl)cn1)C1CCc2c(c3cc(C(F)(F)F)ccc3n2CC(=O)O)C1,3.5,CHEMBL3680693
CN(c1ncc(Cl)cn1)C1CCc2c(c3cc(Cl)ccc3n2CC(=O)O)C1,2.0,CHEMBL3680689
CN(c1ncc(Cl)cn1)C1CCc2c(c3cc(OC(F)(F)F)ccc3n2CC(=O)O)C1,8.8,CHEMBL3680691
CN(c1ncc(Cl)cn1)C1CCc2c(c3ccccc3n2CC(=O)O)C1,5.1,CHEMBL3680688
CN(c1ncc(Cl)cn1)[C@@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,58.0,CHEMBL3680647
CN(c1ncc(Cl)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,2.45,CHEMBL3680646
CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3cc(Cl)ccc3n2C1,136.0,CHEMBL3674000
CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3cc(F)ccc3n2C1,17.0,CHEMBL3673992
CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,141.0,CHEMBL3674010
CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,5.0,CHEMBL3674009
CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,10.0,CHEMBL3674015
CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,1.0,CHEMBL3673994
CN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,9.0,CHEMBL3673987
CN(c1ncc(F)cn1)[C@@H]1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,2.0,CHEMBL3674018
CN(c1ncc(F)cn1)[C@@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,42.0,CHEMBL3680645
CN(c1ncc(F)cn1)[C@H]1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,0.8,CHEMBL3674017
CN(c1ncc(F)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,2.5,CHEMBL3680644
CN(c1ncc2cc(F)ccc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,5.0,CHEMBL3674025
CN(c1ncc2ccc(F)cc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,1.0,CHEMBL3674026
CN(c1ncc2ccccc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,3.0,CHEMBL3674024
CN(c1ncc2ccccc2n1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,12.0,CHEMBL3680665
CN(c1nccc(C(F)(F)F)n1)[C@@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,67.0,CHEMBL3680651
CN(c1nccc(C(F)(F)F)n1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,12.0,CHEMBL3680650
CN(c1ncccn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,9.9,CHEMBL3680652
CN(c1ncnc2ccccc12)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,26.0,CHEMBL3680658
CN1C(=O)N(Cc2cc(Cl)ccc2F)C(=O)[C@]12C(=O)N(CC(=O)O)c1ccc(Cl)cc12,98.5,CHEMBL2042239
CN1C(=O)N(Cc2csc(-c3ccccc3)n2)C(=O)C12C(=O)N(CC(=O)O)c1ccc(Cl)cc12,3940.0,CHEMBL2042378
CNC(=O)c1ccc(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c(S(=O)(=O)c2ccccc2)c1,10.0,CHEMBL3338095
CNC(=O)c1cccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,240.0,CHEMBL3338104
CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,45.0,CHEMBL1917435
CNc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,97.5,CHEMBL591043
COC(=O)N(CCc1ccccc1)Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC,34.0,CHEMBL1916696
COC(=O)N(Cc1ccccc1)Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC,22.0,CHEMBL1916697
COC(=O)c1cc(Br)cc(CSc2nc3ccccc3n2CC(=O)O)c1,330.0,CHEMBL2048180
COC(=O)c1cc(CSc2nc3ccccc3n2CC(=O)O)ccc1Br,980.0,CHEMBL2048179
COC(=O)c1ccc(Br)c(CSc2nc3ccccc3n2CC(=O)O)c1,45.0,CHEMBL2048181
COC(=O)c1ccc(CSc2nc3ccccc3n2CC(=O)O)cc1,10600.0,CHEMBL2048170
COC(=O)c1ccc(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c(S(=O)(=O)c2ccccc2)c1,2500.0,CHEMBL3099103
COC(=O)c1ccc(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c(S(=O)(=O)c2ccccc2)c1,11.0,CHEMBL3338094
COC(=O)c1ccc(OC)c(CSc2nc3ccccc3n2CC(=O)O)c1,29.0,CHEMBL2048177
COC(=O)c1cccc(CSc2nc3ccccc3n2CC(=O)O)c1,450.0,CHEMBL2046461
COC(=O)c1cccc(CSc2nc3ccccc3n2CC(=O)O)c1Br,2900.0,CHEMBL2048178
COC(=O)c1ccccc1CSc1nc2ccccc2n1CC(=O)O,520.0,CHEMBL2048171
COC(C)(C)CCOC(=O)N1CCc2ncsc2[C@H]1c1cc(Cl)ccc1OCC(=O)O,4.8,CHEMBL3917145
COCC1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,79.7,CHEMBL3125331
COCCN(C)S(=O)(=O)c1ccc(C)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,77.0,CHEMBL1917609
COCCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,4.0,CHEMBL3343129
COCCN(c1ncc(Cl)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,5.9,CHEMBL3680671
COCCN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,0.8,CHEMBL3674032
COCCNS(=O)(=O)c1ccc(C)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,88.0,CHEMBL1917610
COCCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,0.49,CHEMBL3892136
COc1c(CC(=O)O)c(C)nn1-c1cccc(NC(=O)[C@H]2C[C@@H]2c2ccccc2)c1,1600.0,CHEMBL2385131
COc1c(CC(=O)O)cccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,180.0,CHEMBL3960788
COc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,204.5,CHEMBL592699
COc1cc(CC(=O)O)cc(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)c1,18.5,CHEMBL3911205
COc1cc(CC(=O)O)cc(OC)c1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,1.7,CHEMBL3942802
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccc(F)cc1)CC2,1.1,CHEMBL3934432
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,0.53,CHEMBL3894780
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,8.0,CHEMBL3920150
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc31)CC2,6.1,CHEMBL3973783
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1)CC2,0.89,CHEMBL3960261
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1F)CC2,1.28,CHEMBL3978457
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCN1CCc3ccccc31)CC2,2.42,CHEMBL3974570
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCOc1ccc(F)cc1)CC2,0.69,CHEMBL3945153
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1c(C)[nH]c3ccccc13)CC2,2.66,CHEMBL3907980
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1C)CC2,0.75,CHEMBL3902741
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1cn(C)c3ccccc13)CC2,0.46,CHEMBL3892479
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCn1ncc3cc(F)ccc31)CC2,7.25,CHEMBL3950424
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)COCc1ccccc1Cl)CC2,1.38,CHEMBL3927186
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,1.04,CHEMBL3982573
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,4.5,CHEMBL3925788
COc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,0.9,CHEMBL3916967
COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NC(C)C)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,2.0,CHEMBL569772
COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NC2CC2)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,4.0,CHEMBL569537
COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NC2CCC2)cc1CS(=O)(=O)c1ccc(Cl)cc1Cl,5.0,CHEMBL1933913
COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NC2CCC2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1Cl,8.5,CHEMBL1951570
COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NC2CCC2)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,3.0,CHEMBL570009
COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NC2CCCC2)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,6.0,CHEMBL585385
COc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)NCC(C)C)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl,3.0,CHEMBL569727
COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C#N)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,78.5,CHEMBL3287088
COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C(C)(C)C)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,32.0,CHEMBL3287084
COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C)c(Cl)c2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,220.0,CHEMBL3287087
COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(C3CC3)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,16.5,CHEMBL3287082
COc1cc(CC(=O)O)ccc1Oc1ccc2[nH]c(CC(C)C)cc2c1NS(=O)(=O)c1ccc(Cl)cc1Cl,40.0,CHEMBL3287083
COc1cc(CC(=O)O)ccc1Oc1ccc2c(c1NS(=O)(=O)c1ccc(Cl)cc1Cl)CC(=O)N2,17.0,CHEMBL3287089
COc1cc(CC(=O)O)ccc1Oc1ccc2c(cc(C)n2C)c1NS(=O)(=O)c1ccc(Cl)cc1Cl,39.0,CHEMBL3287086
COc1cc(CC(=O)O)ccc1Oc1ccc2c(ccn2C)c1NS(=O)(=O)c1ccc(Cl)cc1Cl,37.0,CHEMBL3287081
COc1cc(OC(C)C(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,179.0,CHEMBL3929064
COc1cc(OCC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,444.0,CHEMBL3891776
COc1cc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cccnc32)ccc1C#N,143.0,CHEMBL3950060
COc1cc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cccnc32)ccc1Cl,131.0,CHEMBL3947488
COc1cc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cccnc32)ccc1F,91.0,CHEMBL562339
COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,251.0,CHEMBL1778625
COc1ccc(-c2cc(CC(=O)O)ccc2OC)c(CN2C(=O)O[C@H](c3ccccc3)[C@@H]2C)c1,3700.0,CHEMBL1916695
COc1ccc(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)cc1CC(=O)O,72.3,CHEMBL3920151
COc1ccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,171.0,CHEMBL592458
COc1ccc(-c2cnnc(N/N=C/c3ccccc3OCC(=O)O)n2)cc1,1580.0,CHEMBL214620
COc1ccc(-c2nc(-c3ccc(Br)cc3)c(CC(=O)O)s2)cc1,390.0,CHEMBL591119
COc1ccc(-c2nc(-c3ccc(Cl)cc3)sc2CC(=O)O)cc1,210.0,CHEMBL591359
COc1ccc(-c2nc(-c3ccc(OC)cc3)c(CC(=O)O)s2)cc1,4100.0,CHEMBL600245
COc1ccc(-c2nc(-c3ccc(Oc4ccccc4)cc3)sc2CC(=O)O)cc1,470.0,CHEMBL601278
COc1ccc(-c2nc(-c3ccccc3)c(CC(=O)O)s2)cc1,820.0,CHEMBL600261
COc1ccc(-c2nc(-c3ccccc3)sc2CC(=O)O)cc1,7000.0,CHEMBL590965
COc1ccc(-c2nc(C(c3ccccc3)c3ccccc3)sc2CC(=O)O)cc1,640.0,CHEMBL605827
COc1ccc(-c2nc(Cc3ccc(Cl)cc3)sc2CC(=O)O)cc1,605.0,CHEMBL599177
COc1ccc(-c2nc(Nc3ccccc3)sc2CC(=O)O)cc1,2150.0,CHEMBL609898
COc1ccc(-n2cc(C(=O)c3cc(Br)ccc3OCC(=O)O)cn2)cc1,28.3,CHEMBL216367
COc1ccc(/C=C/C(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC)c3C2)cn1,70.5,CHEMBL3954685
COc1ccc(/C=C/C(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)cc1,41.2,CHEMBL3918562
COc1ccc(C(=O)N(CCCc2cccc(OCC(=O)O)c2)CCC(c2ccccc2)c2ccccc2)cc1,5.5,CHEMBL1941129
COc1ccc(C(=O)N2CCOCC2)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,99.0,CHEMBL2048203
COc1ccc(C(=O)N2CCc3ccccc32)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,6.0,CHEMBL2048204
COc1ccc(C(=O)N2c3ccccc3C(N(C(C)=O)c3ccccc3)CC2C)cc1,18.5,CHEMBL1080340
COc1ccc(C(=O)NCc2ccccc2)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,76.5,CHEMBL2048200
COc1ccc(C(=O)Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,7.3,CHEMBL2023648
COc1ccc(C(=O)OC(C)C)cc1CSc1nc2ccccc2n1CC(=O)O,150.0,CHEMBL2048182
COc1ccc(C(=O)c2ccccc2)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,2.85,CHEMBL2048197
COc1ccc(C(C)=O)cc1CSc1nc2c(F)cccc2n1CC(=O)O,7.5,CHEMBL2048186
COc1ccc(C(C)=O)cc1CSc1nc2cc(C(C)=O)ccc2n1CC(=O)O,48.0,CHEMBL2048192
COc1ccc(C(C)=O)cc1CSc1nc2cc(C(F)(F)F)ccc2n1CC(=O)O,4.0,CHEMBL2048190
COc1ccc(C(C)=O)cc1CSc1nc2cc(C=O)ccc2n1CC(=O)O,6.5,CHEMBL2048193
COc1ccc(C(C)=O)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,5.0,CHEMBL2048187
COc1ccc(C(C)=O)cc1CSc1nc2cc(S(C)(=O)=O)ccc2n1CC(=O)O,45.5,CHEMBL2048191
COc1ccc(C(C)=O)cc1CSc1nc2cc([N+](=O)[O-])ccc2n1CC(=O)O,2.5,CHEMBL2048189
COc1ccc(C(C)=O)cc1CSc1nc2ccc(F)cc2n1CC(=O)O,67.0,CHEMBL2048188
COc1ccc(C(C)=O)cc1CSc1nc2ccccc2n1CC(=O)O,12.0,CHEMBL2048183
COc1ccc(C(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,21.2,CHEMBL3909857
COc1ccc(C(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2,62.6,CHEMBL3907855
COc1ccc(C(C)O)cc1CSc1nc2ccccc2n1CC(=O)O,2200.0,CHEMBL2048185
COc1ccc(C(c2ccc(OC)cc2)c2ccc(=O)n(CCCc3cccc(OCC(=O)O)c3)c2)cc1,5.8,CHEMBL1941121
COc1ccc(C(c2ccc(OC)cc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,17.45,CHEMBL606389
COc1ccc(C(c2ccccc2)c2nc(-c3ccc(Cl)cc3)c(CC(=O)O)s2)cc1,42.2,CHEMBL597942
COc1ccc(C(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,17.3,CHEMBL605148
COc1ccc(C(c2ccccn2)c2nc(-c3ccc(Cl)cc3)c(CC(=O)O)s2)cc1,185.5,CHEMBL598143
COc1ccc(C)cc1CSc1nc2ccccc2n1CC(=O)O,1200.0,CHEMBL2048174
COc1ccc(C2(C(=O)O)CC2)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,50.7,CHEMBL3906725
COc1ccc(C2CC2C(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC)c3C2)cc1,21.2,CHEMBL3973180
COc1ccc(CC(=O)O)cc1-c1c(F)cc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,5.89,CHEMBL3904397
COc1ccc(CC(=O)O)cc1-c1c(F)cc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,11.2,CHEMBL3968347
COc1ccc(CC(=O)O)cc1-c1c(F)ccc2c1CN(C(=O)OCc1ccccc1)CC2,113.0,CHEMBL3890539
COc1ccc(CC(=O)O)cc1-c1c(F)ccc2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,3.19,CHEMBL3899502
COc1ccc(CC(=O)O)cc1-c1cc(F)c(F)c2c1CN(C(=O)OCc1ccccc1)CC2,12.0,CHEMBL3913978
COc1ccc(CC(=O)O)cc1-c1cc(F)c(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,4.82,CHEMBL3959991
COc1ccc(CC(=O)O)cc1-c1cc(F)cc2c1CN(C(=O)OCc1ccccc1)CC2,10.5,CHEMBL3889477
COc1ccc(CC(=O)O)cc1-c1cc(F)cc2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,2.7,CHEMBL3959616
COc1ccc(CC(=O)O)cc1-c1ccc(C#N)c2c1CN(C(=O)OCc1ccccc1)CC2,9.17,CHEMBL3928905
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)c2c1CN(C(=O)C1CC1)CC2,250.0,CHEMBL3971075
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)c2c1CN(C(=O)C1CC1c1ccccc1)CC2,26.1,CHEMBL3894480
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)c2c1CN(C(=O)OCc1ccccc1)CC2,67.8,CHEMBL3978683
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C(=O)OCc1ccccc1)C1CC1,10.0,CHEMBL1916701
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C(=O)OCc1ccccc1)C1CCC1,14.0,CHEMBL1916702
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C(=O)OCc1ccccc1)C1CCCC1,53.0,CHEMBL1916703
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN(C)C(=O)OCc1ccccc1,9.0,CHEMBL1916699
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,2340.0,CHEMBL1916686
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CNC(=O)OCc1ccccc1,238.0,CHEMBL1916698
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CNCCc1ccccc1,7200.0,CHEMBL1916705
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1Cn1c(C)nnc1C1CC1,27.0,CHEMBL3338263
COc1ccc(CC(=O)O)cc1-c1ccc(C)c2c1CN(C(=O)OCc1ccccc1)CC2,46.8,CHEMBL3943136
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCCc1ccccc1F)CC2,10.5,CHEMBL3890436
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCN1CCCc3ccccc31)CC2,24.0,CHEMBL3981928
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCN1CCc3ccccc31)CC2,61.5,CHEMBL3911983
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCc1c(C)[nH]c3ccccc13)CC2,37.8,CHEMBL3908948
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCc1ccccc1)CC2,43.1,CHEMBL3899399
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCc1cn(C)c3ccccc13)CC2,38.4,CHEMBL3973924
